make,model_year,horsepower,mpg
Buick,2012 Buick Enclave,288,38
Ford,2012 Ford E-350 Super Duty Wagon,255,20
Ford,2012 Ford E-350 Super Duty Wagon,305,23
Ford,2012 Ford E-350 Super Duty Wagon,255,26
Ford,2012 Ford E-350 Super Duty Wagon,305,23
Ford,2012 Ford E-350 Super Duty Wagon,255,26
Ford,2012 Ford E-350 Super Duty Wagon,305,23
Ford,2012 Ford E-350 Super Duty Wagon,255,26
Ford,2012 Ford E-350 Super Duty Wagon,305,23
Ford,2011 Ford E-350 Super Duty Wagon,255,26
Ford,2011 Ford E-350 Super Duty Wagon,305,23
Ford,2011 Ford E-350 Super Duty Wagon,255,26
Ford,2011 Ford E-350 Super Duty Wagon,305,23
Ford,2011 Ford E-350 Super Duty Wagon,255,26
Ford,2011 Ford E-350 Super Duty Wagon,305,23
Ford,2011 Ford E-350 Super Duty Wagon,255,20
Ford,2011 Ford E-350 Super Duty Wagon,305,23
Buick,2012 Buick Lacrosse,182,61
Buick,2012 Buick Lacrosse,182,61
Buick,2012 Buick Lacrosse,303,44
Buick,2012 Buick Lacrosse,303,30
Buick,2012 Buick Lacrosse,303,44
Buick,2012 Buick Lacrosse,182,61
Buick,2012 Buick Lacrosse,303,44
Buick,2012 Buick Lacrosse,182,61
Buick,2012 Buick Lacrosse,303,44
Buick,2012 Buick Lacrosse,303,32
Buick,2012 Buick Lacrosse,303,42
Buick,2012 Buick Lacrosse,303,30
Buick,2012 Buick Lacrosse,303,32
Dodge,2011 Dodge Dakota,210,35
Dodge,2011 Dodge Dakota,210,32
Dodge,2011 Dodge Dakota,210,35
Dodge,2011 Dodge Dakota,302,22
Dodge,2011 Dodge Dakota,210,32
Dodge,2011 Dodge Dakota,302,22
Dodge,2011 Dodge Dakota,210,35
Dodge,2011 Dodge Dakota,302,22
Dodge,2011 Dodge Dakota,210,32
Dodge,2011 Dodge Dakota,302,33
Dodge,2011 Dodge Dakota,210,35
Dodge,2011 Dodge Dakota,302,33
Dodge,2011 Dodge Dakota,210,32
Dodge,2011 Dodge Dakota,302,22
Nissan,2010 Nissan Frontier,261,36
Nissan,2010 Nissan Frontier,261,35
Nissan,2010 Nissan Frontier,261,36
Nissan,2010 Nissan Frontier,261,35
Nissan,2010 Nissan Frontier,261,34
Nissan,2010 Nissan Frontier,261,33
Nissan,2010 Nissan Frontier,261,34
Nissan,2010 Nissan Frontier,261,33
Nissan,2010 Nissan Frontier,261,35
Nissan,2010 Nissan Frontier,261,33
Nissan,2010 Nissan Frontier,261,35
Nissan,2010 Nissan Frontier,261,35
Nissan,2010 Nissan Frontier,261,33
Nissan,2010 Nissan Frontier,261,33
Buick,2012 Buick Regal,220,47
Buick,2012 Buick Regal,182,37
Buick,2012 Buick Regal,220,47
Buick,2012 Buick Regal,220,52
Buick,2012 Buick Regal,182,50
Buick,2012 Buick Regal,220,52
Buick,2012 Buick Regal,182,37
Buick,2012 Buick Regal,220,47
Buick,2012 Buick Regal,220,52
Buick,2012 Buick Regal,270,46
Subaru,2011 Subaru Impreza WRX Sedan,265,44
Subaru,2011 Subaru Impreza WRX Sedan,305,40
Subaru,2011 Subaru Impreza WRX Sedan,265,44
Ford,2012 Ford E-150 Van,225,30
Ford,2012 Ford E-150 Van,255,21
Ford,2012 Ford E-150 Van,225,21
Ford,2012 Ford E-150 Van,255,28
Ford,2012 Ford E-150 Van,225,30
Ford,2012 Ford E-150 Van,255,21
Toyota,2010 Toyota Tundra,236,34
Toyota,2010 Toyota Tundra,310,35
Toyota,2010 Toyota Tundra,310,33
Toyota,2010 Toyota Tundra,381,32
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,236,34
Toyota,2010 Toyota Tundra,310,35
Toyota,2010 Toyota Tundra,310,33
Toyota,2010 Toyota Tundra,381,32
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,236,34
Toyota,2010 Toyota Tundra,310,35
Toyota,2010 Toyota Tundra,310,33
Toyota,2010 Toyota Tundra,381,32
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,310,35
Toyota,2010 Toyota Tundra,310,33
Toyota,2010 Toyota Tundra,381,32
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,381,23
Toyota,2010 Toyota Tundra,310,35
Toyota,2010 Toyota Tundra,310,33
Toyota,2010 Toyota Tundra,381,32
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,381,23
Toyota,2010 Toyota Tundra,310,35
Toyota,2010 Toyota Tundra,310,33
Toyota,2010 Toyota Tundra,381,32
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,381,23
Toyota,2010 Toyota Tundra,310,35
Toyota,2010 Toyota Tundra,310,33
Toyota,2010 Toyota Tundra,381,32
Toyota,2010 Toyota Tundra,381,30
Toyota,2010 Toyota Tundra,381,30
Ford,2011 Ford E-150 Van,225,30
Ford,2011 Ford E-150 Van,255,21
Ford,2011 Ford E-150 Van,225,22
Ford,2011 Ford E-150 Van,255,21
Ford,2011 Ford E-150 Van,225,30
Ford,2011 Ford E-150 Van,255,21
Subaru,2010 Subaru Impreza WRX Sedan,265,43
Subaru,2010 Subaru Impreza WRX Sedan,265,43
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Dodge,2010 Dodge Dakota,210,35
Dodge,2010 Dodge Dakota,210,32
Dodge,2010 Dodge Dakota,210,35
Dodge,2010 Dodge Dakota,302,33
Dodge,2010 Dodge Dakota,210,32
Dodge,2010 Dodge Dakota,302,28
Dodge,2010 Dodge Dakota,210,35
Dodge,2010 Dodge Dakota,302,33
Dodge,2010 Dodge Dakota,210,32
Dodge,2010 Dodge Dakota,302,21
Dodge,2010 Dodge Dakota,210,35
Dodge,2010 Dodge Dakota,302,33
Dodge,2010 Dodge Dakota,210,32
Dodge,2010 Dodge Dakota,302,33
Subaru,2011 Subaru Impreza WRX Hatchback,265,44
Subaru,2011 Subaru Impreza WRX Hatchback,265,44
Subaru,2010 Subaru Impreza WRX Hatchback,265,43
Subaru,2010 Subaru Impreza WRX Hatchback,265,43
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Chevrolet,2011 Chevrolet Silverado 1500,302,33
Chevrolet,2011 Chevrolet Silverado 1500,302,24
Chevrolet,2011 Chevrolet Silverado 1500,403,31
Chevrolet,2011 Chevrolet Silverado 1500,315,27
Chevrolet,2011 Chevrolet Silverado 1500,315,27
Chevrolet,2011 Chevrolet Silverado 1500,403,22
Chevrolet,2011 Chevrolet Silverado 1500,302,31
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Chevrolet,2011 Chevrolet Silverado 1500,302,31
Chevrolet,2011 Chevrolet Silverado 1500,302,23
Chevrolet,2011 Chevrolet Silverado 1500,403,30
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Chevrolet,2011 Chevrolet Silverado 1500,403,22
Subaru,2011 Subaru Legacy,256,43
Subaru,2011 Subaru Legacy,256,43
Chevrolet,2011 Chevrolet Silverado 1500,302,24
Chevrolet,2011 Chevrolet Silverado 1500,315,27
Chevrolet,2011 Chevrolet Silverado 1500,302,33
Chevrolet,2011 Chevrolet Silverado 1500,302,24
Chevrolet,2011 Chevrolet Silverado 1500,403,22
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Chevrolet,2011 Chevrolet Silverado 1500,403,22
Chevrolet,2011 Chevrolet Silverado 1500,302,23
Chevrolet,2011 Chevrolet Silverado 1500,315,27
Chevrolet,2011 Chevrolet Silverado 1500,302,23
Chevrolet,2011 Chevrolet Silverado 1500,302,23
Chevrolet,2011 Chevrolet Silverado 1500,403,22
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Chevrolet,2011 Chevrolet Silverado 1500,403,30
Chevrolet,2011 Chevrolet Silverado 1500,315,27
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Chevrolet,2011 Chevrolet Silverado 1500,315,27
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Chevrolet,2011 Chevrolet Silverado 1500,315,36
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,22
Nissan,2011 Nissan Titan,317,22
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,29
Nissan,2011 Nissan Titan,317,31
Nissan,2011 Nissan Titan,317,29
Chevrolet,2010 Chevrolet Silverado 1500,302,33
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,302,24
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,195,32
Chevrolet,2010 Chevrolet Silverado 1500,302,31
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,302,23
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,195,35
Chevrolet,2010 Chevrolet Silverado 1500,302,33
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,302,33
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,195,32
Chevrolet,2010 Chevrolet Silverado 1500,302,23
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,302,23
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Ford,2012 Ford E-250 Van,225,30
Ford,2012 Ford E-250 Van,255,28
Ford,2012 Ford E-250 Van,225,30
Ford,2012 Ford E-250 Van,255,28
Ford,2012 Ford E-250 Van,225,21
Ford,2012 Ford E-250 Van,255,28
Ford,2012 Ford E-250 Van,225,21
Ford,2012 Ford E-250 Van,255,28
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,302,33
Chevrolet,2010 Chevrolet Silverado 1500,302,33
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,403,32
Chevrolet,2010 Chevrolet Silverado 1500,315,37
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,403,32
Chevrolet,2010 Chevrolet Silverado 1500,302,23
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,302,23
Chevrolet,2010 Chevrolet Silverado 1500,302,23
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,403,31
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,403,31
Ford,2011 Ford E-250 Van,225,30
Ford,2011 Ford E-250 Van,255,21
Ford,2011 Ford E-250 Van,225,30
Ford,2011 Ford E-250 Van,255,21
Ford,2011 Ford E-250 Van,225,30
Ford,2011 Ford E-250 Van,255,21
Ford,2011 Ford E-250 Van,225,22
Ford,2011 Ford E-250 Van,255,21
Chevrolet,2010 Chevrolet Silverado 1500,302,24
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,302,33
Chevrolet,2010 Chevrolet Silverado 1500,302,33
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,403,32
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,403,32
Chevrolet,2010 Chevrolet Silverado 1500,302,23
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,302,31
Chevrolet,2010 Chevrolet Silverado 1500,302,23
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,403,22
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,403,31
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Chevrolet,2010 Chevrolet Silverado 1500,315,27
Chevrolet,2010 Chevrolet Silverado 1500,315,36
Ford,2012 Ford E-350 Super Duty Van,255,28
Ford,2012 Ford E-350 Super Duty Van,305,24
Ford,2012 Ford E-350 Super Duty Van,255,21
Ford,2012 Ford E-350 Super Duty Van,305,24
Ford,2012 Ford E-350 Super Duty Van,255,28
Ford,2012 Ford E-350 Super Duty Van,305,24
Ford,2012 Ford E-350 Super Duty Van,255,28
Ford,2012 Ford E-350 Super Duty Van,305,24
Ford,2011 Ford E-350 Super Duty Van,255,27
Ford,2011 Ford E-350 Super Duty Van,305,24
Ford,2011 Ford E-350 Super Duty Van,255,21
Ford,2011 Ford E-350 Super Duty Van,305,24
Ford,2011 Ford E-350 Super Duty Van,255,21
Ford,2011 Ford E-350 Super Duty Van,305,24
Ford,2011 Ford E-350 Super Duty Van,255,21
Ford,2011 Ford E-350 Super Duty Van,305,24
Nissan,2010 Nissan Titan,317,31
Nissan,2010 Nissan Titan,317,31
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,31
Nissan,2010 Nissan Titan,317,22
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,21
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,31
Nissan,2010 Nissan Titan,317,22
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,31
Nissan,2010 Nissan Titan,317,31
Nissan,2010 Nissan Titan,317,31
Nissan,2010 Nissan Titan,317,22
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,21
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,21
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,21
Nissan,2010 Nissan Titan,317,22
Nissan,2010 Nissan Titan,317,29
Nissan,2010 Nissan Titan,317,29
Subaru,2010 Subaru Legacy,265,43
Subaru,2010 Subaru Legacy,256,43
Subaru,2010 Subaru Legacy,256,43
Subaru,2011 Subaru Outback,256,43
Subaru,2011 Subaru Outback,256,43
Subaru,2010 Subaru Outback,256,43
Subaru,2010 Subaru Outback,256,43
Nissan,2012 Nissan Titan,317,31
Nissan,2012 Nissan Titan,317,29
Nissan,2012 Nissan Titan,317,31
Nissan,2012 Nissan Titan,317,29
Nissan,2012 Nissan Titan,317,29
Nissan,2012 Nissan Titan,317,31
Nissan,2012 Nissan Titan,317,29
Nissan,2012 Nissan Titan,317,31
Nissan,2012 Nissan Titan,317,31
Nissan,2012 Nissan Titan,317,29
Nissan,2012 Nissan Titan,317,29
Nissan,2012 Nissan Titan,317,29
Nissan,2012 Nissan Titan,317,31
Nissan,2012 Nissan Titan,317,29
Dodge,2011 Dodge Ram 1500,210,34
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,310,22
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,310,20
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,310,31
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,310,33
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,310,22
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,310,31
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,310,31
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,310,22
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,310,31
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,310,31
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,411,31
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,411,28
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,411,31
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,411,28
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,302,29
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,302,37
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,302,29
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,302,37
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,411,28
Ford,2011 Ford F-150,411,28
Ford,2011 Ford F-150,302,40
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,302,37
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,40
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,302,37
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,302,29
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,302,37
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,302,29
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,302,37
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,302,29
Ford,2011 Ford F-150,302,40
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,302,40
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,302,37
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,302,29
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,302,29
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,302,37
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,302,29
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,302,40
Ford,2011 Ford F-150,360,26
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,24
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,360,36
Ford,2011 Ford F-150,365,38
Ford,2011 Ford F-150,360,33
Ford,2011 Ford F-150,365,36
Ford,2011 Ford F-150,411,31
Ford,2011 Ford F-150,411,28
Ford,2011 Ford F-150,411,31
Ford,2010 Ford F-150,310,32
Ford,2010 Ford F-150,310,23
Ford,2010 Ford F-150,310,23
Ford,2010 Ford F-150,310,24
Ford,2010 Ford F-150,310,32
Ford,2010 Ford F-150,310,24
Ford,2010 Ford F-150,310,23
Ford,2010 Ford F-150,310,34
Ford,2010 Ford F-150,310,23
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,248,32
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,248,32
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,310,32
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,248,32
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,310,24
Ford,2010 Ford F-150,248,32
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,310,32
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,310,34
Ford,2010 Ford F-150,248,32
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,310,23
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,248,32
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,310,32
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,248,32
Ford,2010 Ford F-150,310,32
Ford,2010 Ford F-150,310,23
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,310,34
Ford,2010 Ford F-150,248,32
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,310,32
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,248,34
Ford,2010 Ford F-150,310,23
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,310,34
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,310,32
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,310,24
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,310,23
Ford,2010 Ford F-150,292,36
Ford,2010 Ford F-150,310,24
Ford,2010 Ford F-150,292,34
Ford,2010 Ford F-150,310,32
GMC,2011 GMC Sierra 1500 Hybrid,332,43
GMC,2011 GMC Sierra 1500 Hybrid,332,43
GMC,2011 GMC Sierra 1500 Hybrid,332,43
GMC,2011 GMC Sierra 1500 Hybrid,332,43
GMC,2010 GMC Sierra 1500 Hybrid,332,43
GMC,2010 GMC Sierra 1500 Hybrid,332,43
GMC,2010 GMC Sierra 1500 Hybrid,332,43
GMC,2010 GMC Sierra 1500 Hybrid,332,43
Ford,2011 Ford F-150,411,28
Aston Martin,2011 Aston Martin DB9 Volante,470,28
BMW,2011 BMW 5 Series Sedan,240,54
BMW,2011 BMW 5 Series Sedan,300,48
BMW,2011 BMW 5 Series Sedan,400,40
Mercedes,2010 Mercedes-Benz C-Class,228,44
Mercedes,2010 Mercedes-Benz C-Class,228,44
Dodge,2011 Dodge Ram 1500,215,34
Dodge,2011 Dodge Ram 1500,310,22
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,310,31
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,310,22
Dodge,2011 Dodge Ram 1500,390,34
Dodge,2011 Dodge Ram 1500,310,31
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,310,34
Dodge,2011 Dodge Ram 1500,390,32
Dodge,2011 Dodge Ram 1500,310,31
BMW Motorrad,2012 BMW 1 Series Convertible,230,46
BMW Motorrad,2012 BMW 1 Series Convertible,230,45
BMW,2012 BMW 1 Series Convertible,300,47
BMW Motorrad,2012 BMW 1 Series Coup,230,46
BMW Motorrad,2012 BMW 1 Series Coup,230,46
BMW,2012 BMW 1 Series Coup,300,48
BMW,2012 BMW 1 Series Coup,300,43
BMW Motorrad,2012 BMW 3 Series Sports Wagon,230,43
BMW Motorrad,2012 BMW 3 Series Sports Wagon,230,45
BMW Motorrad,2012 BMW 3 Series Sports Wagon,230,42
BMW Motorrad,2012 BMW 3 Series Sports Wagon,230,42
Ford,2012 Ford Focus 5-Door,160,62
Ford,2012 Ford Focus 5-Door,160,66
Ford,2012 Ford Focus 5-Door,160,64
Ford,2012 Ford Focus 5-Door,160,64
Nissan,2012 Nissan 370Z Roadster,332,43
Nissan,2012 Nissan 370Z Roadster,332,43
Nissan,2012 Nissan 370Z Roadster,332,43
Nissan,2012 Nissan 370Z Coupe,332,44
Nissan,2012 Nissan 370Z Coupe,332,44
Nissan,2012 Nissan 370Z Coupe,332,44
Nissan,2012 Nissan 370Z Coupe,332,45
Nissan,2012 Nissan 370Z Coupe,332,45
Nissan,2012 Nissan JUKE,188,56
Nissan,2012 Nissan JUKE,188,56
Hyundai,2012 Hyundai Veloster,138,68
Hyundai,2012 Hyundai Equus,429,38
Hyundai,2012 Hyundai Equus,429,38
Hyundai,2012 Hyundai Santa Fe,276,46
Hyundai,2012 Hyundai Santa Fe,276,46
Hyundai,2012 Hyundai Santa Fe,175,48
Hyundai,2012 Hyundai Santa Fe,276,46
Hyundai,2012 Hyundai Santa Fe,276,46
Hyundai,2012 Hyundai Santa Fe,276,46
Hyundai,2012 Hyundai Santa Fe,175,48
Hyundai,2012 Hyundai Santa Fe,276,46
Hyundai,2012 Hyundai Santa Fe,175,45
Ford,2012 Ford Expedition,310,24
Ford,2012 Ford Expedition,310,34
Ford,2012 Ford Expedition,310,34
Ford,2012 Ford Expedition,310,24
Ford,2012 Ford Expedition,310,34
Ford,2012 Ford Expedition,310,24
Ford,2012 Ford Expedition,310,24
Ford,2012 Ford Expedition,310,24
Ford,2012 Ford Expedition,310,22
Ford,2012 Ford Expedition,310,31
Ford,2012 Ford Expedition,310,22
Ford,2012 Ford Expedition,310,31
Ford,2012 Ford Expedition,310,22
Ford,2012 Ford Expedition,310,22
Ford,2012 Ford Expedition,310,22
Ford,2012 Ford Expedition,310,31
Nissan,2012 Nissan Xterra,261,38
Nissan,2012 Nissan Xterra,261,35
Nissan,2012 Nissan Xterra,261,38
Nissan,2012 Nissan Xterra,261,36
